Frequency,Input,Callsign,Description,System/Category,Tag,Updated
461.35000,,,Site 001 Chicago (Cook),A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.35000,466.35000,WPJK940,"MPS Services, Inc: Courier Services",Trucking & Couriers,Transportation,2009:01:21
461.36250,466.36250,WPMJ733,GBN IT Department (Glenbrook North High School SD#225),Northbrook - Schools,Schools,2007:06:12
461.36250,,WPMJ733,N High School: Security/Admin,Glenview / Glenbrook Schools,Schools,2008:10:18
461.38750,466.38750,WPUT969,Maintenance/Security [Deleted 1/11],La Grange Memorial Hospital,Deprecated,2008:12:29
461.38750,466.38750,WPMJ733,N High School: Maintenance/HVAC,Glenview / Glenbrook Schools,Schools,2009:09:09
461.38750,466.38750,WPMJ733,N High School: Maintenance/HVAC,Glenview / Glenbrook Schools,Schools,2009:09:09
461.38750,466.38750,WPMJ733,GBN Maintenance (Glenbrook North High School SD#225),Northbrook - Schools,Schools,2007:06:12
461.38750,466.38750,WPUT969,Maintenance/Security [Deleted 1/11],La Grange Memorial Hospital,Deprecated,2008:12:29
461.38750,466.38750,WPCH518,Operations (Lic ?),Toyota Park (Bridgeview),Business,2010:10:05
461.41250,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.41250,,,Site 101 WPUD822,A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.41250,,,Skybox / Suites Ops?,Chicago Bears (Soldier Field),Business,2005:09:01
461.42500,466.42500,WPVA490,Cook Illinois Corp - Taxi - Bases (D/T Chi),Taxi Cabs,Transportation,2012:07:29
461.42500,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.42500,466.42500,WPVA490,Cook Illinois Corp - Taxi - Mobiles (D/T Chi),Taxi Cabs,Transportation,2012:07:29
461.42500,,,Site 001 Confirmed LCN,Erickson Communications (Chicago),TRS,2000:01:01
461.42500,,,Site 101 Unverified LCN,Comlink Wireless (Posen),TRS,2008:12:05
461.42500,466.42500,WPVA490,Buses (Downton Chi),Cook Illinois Corporation - School Buses,Schools,2009:09:21
461.43750,466.43750,WQKQ918,North Grand High School,Chicago School District 299,Schools,2009:09:21
461.45000,466.45000,WQAU450,Security - Main,Chicago White Sox (US Cellular Field),Security,2010:06:24
461.45000,,,Site 003 Chicago Ridge,A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.45000,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.46250,466.46250,WQGD925,Operations [replaced 463.7875],Cicero - Schools,Schools,2008:01:31
461.46250,466.46250,WPMJ733,S High School: Operations [Ch 6] (Old?),Glenview / Glenbrook Schools,Schools,2009:09:11
461.46250,466.46250,WPMJ733,S High School: Maintenance/Plant Services,Glenview / Glenbrook Schools,Schools,2012:10:08
461.46250,466.46250,WPMJ733,GBN Security (Glenbrook North High School SD#225),Northbrook - Schools,Security,2007:06:12
461.46250,,WQEM213,School Ops,Bridgeview - Schools,Schools,2007:06:12
461.46250,,WQEM213,Operations,Indian Springs School District 1 (Bridgeview),Schools,2009:09:11
461.47500,466.47500,WQDZ702,Cook Illinois Corporation: School Transportation,Posen - Schools,Schools,2009:09:11
461.47500,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
461.48750,466.48750,WQFS789,Transportation,St. Francis Hospital (Evanston),Transportation,2010:12:27
461.48750,466.48750,WQGK547,Building Engineers,Stroeger Hospital aka Cook County Hospital (Chicago),Business,2009:09:11
461.48750,466.48750,WQCD886,Target,Harlem Irving Plaza (HIP) - Norridge,Business,2010:11:25
461.50000,,,Site 001 311 S Wacker Dr (Confirmed LCN),A-Beep - UHF (Chicago),TRS,2009:10:11
461.50000,,,Site 001 Primary (*LCN),Jewel Food Stores (Melrose Park),TRS,2008:12:15
461.50000,466.50000,KBO927,Operations [Exp 10/04],Police/Fire Support Organizations,Emergency Ops,2008:09:07
461.51250,,WQEM213,Operations,Indian Springs School District 1 (Bridgeview),Schools,2009:09:11
461.51250,,WQEM213,School Ops,Bridgeview - Schools,Schools,2007:06:12
461.52500,,,High School [No License],Schaumburg Schools,Schools,2009:01:07
461.52500,,,Site 001 Chicago (Cook),A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.52500,,,Site 101 Unverified LCN,Erickson Communications (Chicago),TRS,2008:10:18
461.52500,466.52500,WPUG772,Horizon Cab (Rosemont) (possibly),Taxi Cabs,Transportation,2007:08:07
461.52500,466.52500,WPDN341,Buses (Rolling Meadows),Palatine Community Consolidated School District 15,Schools,2008:12:08
461.52500,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.52500,466.52500,WPDN341,Community Consolidated School District #15,Rolling Meadows - Schools,Schools,2008:09:13
461.53750,466.53750,WQAJ533,Soldier Field Operations,Chicago Bears (Soldier Field),Business,2013:10:09
461.53750,,,"Stadium Security ""Control"" [F-1]",Chicago Bears (Soldier Field),Security,2005:09:01
461.55000,466.55000,WPPZ427,Midwest Security (possible tone),Security Agencies,Security,2012:01:18
461.56250,466.56250,KD22335,Bag Match [F24],United Air Lines - Ground Operations,Business,2008:01:23
461.56250,466.56250,WQCU510,Operations (Chicago Ridge),Illinois Central School Bus (Chicago Ridge/University Park),Schools,2009:09:21
461.56250,,,Outside Traffic Control (still in use?),Chicago Bears (Soldier Field),Business,2005:08:12
461.56250,466.56250,WQGK547,Operations,Stroeger Hospital aka Cook County Hospital (Chicago),Business,2009:09:11
461.57500,,,Site 001 Chicago (Cook),A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.57500,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.57500,,,Site 001 Primary (*LCN),Jewel Food Stores (Melrose Park),TRS,2008:12:15
461.57500,,WPWK553,Globe Taxi - Base-to-Mobiles (Chicago),Taxi Cabs,Transportation,2009:01:21
461.57500,,,Site 101 Unverified LCN,Erickson Communications (Chicago),TRS,2008:10:18
461.57500,466.57500,WQDX682,Operations,Northwest Community Hospital (Arlington Heights),Business,2010:12:27
461.57500,,WPWK553,Globe Taxi - Mobiles-to-Base (Chicago),Taxi Cabs,Transportation,2009:01:21
461.58750,,WPXX455,Ops/Security/Admin (SD69),Skokie Schools,Schools,2009:06:02
461.58750,,,Lord & Taylor,Northbrook Court Shopping Center (Northbrook),Business,2009:01:26
461.58750,466.58750,,Security / Parking Control - Main,Hollywood Casino Amphitheatre  (Tinley Park),Security,2005:03:19
461.60000,,,Site 102 Chicago (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
461.60000,,WPQI568,Eli Whitney Elementary School [Term],Chicago School District 299,Schools,2009:09:21
461.60000,466.60000,WPWI203,Loss Prevention: Security Guards (3315 S. Halsted-Chi),Miscellaneous / Security Agencies,Security,2012:01:18
461.60000,,,Site 003 Chicago Ridge,A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.60625,,,Site 001 Confirmed,Rivers Casino,TRS,2015:10:31
461.61250,,WPLZ242,Ridgeland SD122,Oak Lawn - Schools,Schools,2009:09:21
461.61250,,WQGH679,Double Tree Hotel Ohare: Ops (Rosemont),Hotels,Business,2006:12:19
461.61250,,WPZP427,Operations (Hoffman Estates),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
461.62500,466.62500,WPQE760,Ops/Security ?,Dominican University (River Forest),Schools,2006:09:06
461.63750,466.63750,KD22335,Bag Match [F25],United Air Lines - Ground Operations,Business,2008:01:23
461.63750,,WPLZ242,Ridgeland SD122,Oak Lawn - Schools,Schools,2009:09:21
461.63750,466.63750,WQIW946,Operations (La Grange),Lyons Township High School District #04,Schools,2009:09:09
461.63750,,WPNZ712,f1 CorePlex Production Company,Chicago Wolves (Hockey),Business,2009:05:08
461.63750,466.63750,WQLR254,Operations,University of Illinois Medical Center (Chicago),Schools,2010:04:19
461.65000,466.65000,WQVF701,Operations (Thornridge HS-Dolton),Thornton Township High School District 205,Schools,2009:09:21
461.65000,466.65000,WNYJ837,Buses/Operations,Wilmette School District 39,Schools,2009:09:21
461.65000,466.65000,WNXE916,Operations [Expired 9/01],Roosevelt University (Chicago/Schaumburg),Schools,2009:06:02
461.65000,,WPDN787,Tower Security,WMAQ NBC Channel 5,Security,2006:04:15
461.65000,466.65000,WQBC581,Emergency Room Ops,Illinois Masonic Medical Center (Chicago),Business,2009:09:21
461.66250,466.66250,WQCV274,Operations,Northeastern Illinois University (Chicago),Schools,2011:09:08
461.67500,,,Site 103 Chicago (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2008:10:11
461.67500,466.67500,WQJA499,Metro Enforcement: Dispatch/Operations (Chicago),Security Agencies,Security,2009:09:11
461.68750,466.68750,WQAJ533,Soldier Field Operations,Chicago Bears (Soldier Field),Business,2013:10:09
461.68750,466.68750,WPPV499,Maintenance (Palos Hills)(SD#230),Tinley Park Schools,Schools,2009:09:21
461.68750,,WPNZ713,f2 CorePlex Production Company,Chicago Wolves (Hockey),Business,2009:05:08
461.68750,466.68750,WPPV499,Ops (Palos Hills),Consolidated High School District 230 (Orland Park/Palos Hills),Schools,2010:03:14
461.70000,466.70000,WNWU579,Golf Course [Ch 1/3] [Expired],Winnetka,Public Works,2006:08:09
461.70000,,,Site 003 Chicago Ridge,A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.70000,466.70000,WPLY911,Choice Taxi [Ch 1?],Taxi Cabs,Transportation,2009:09:11
461.70000,466.70000,WPLY911,unidentified Taxi service,Taxi Cabs,Transportation,2009:09:11
461.71250,466.71250,WPTJ486,MATCO: Luggage Operations (Midway Ariline Terminal Consortium),Support Services / Businesses,Business,2008:12:22
461.72500,466.72500,WPWS492,Near North Montessori School,Chicago School District 299,Schools,2009:09:22
461.73750,466.73750,KNFR394,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2005:12:03
461.73750,,WPNZ714,f3 CorePlex Production Company,Chicago Wolves (Hockey),Business,2009:05:08
461.73750,466.73750,WQRC885,Operations,Chicago Union Station,Railroad,2007:07:23
461.73750,466.73750,KNNR325,Police: Backup [Canceled 2011],Triton Community College (River Grove),Deprecated,2011:05:12
461.75000,466.75000,KTM349,Forest Hospital: Security,St. Joseph Hospital (Chicago),Security,2008:12:27
461.75000,466.75000,KTM349,Operations,St. Joseph Hospital (Chicago),Business,2009:02:09
461.75000,466.75000,,Security (possible tone),St. James Hospital Medical Center (Chicago Heights),Security,2010:12:27
461.75000,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.75000,,,Site 101 Unverified LCN,Comlink Wireless (Posen),TRS,2008:12:05
461.75000,,WPAI451,Scott Nolan Center [Terminated],St. Joseph Hospital (Chicago),Business,2009:09:21
461.75000,,,Site 001 Chicago (Cook),A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.76250,,WPXX455,Ops/Security/Admin (SD69),Skokie Schools,Schools,2009:06:02
461.76250,466.76250,WPPV499,Maintenance (Palos Hills)(SD#230),Tinley Park Schools,Schools,2009:09:21
461.76250,466.76250,WQRW626,Mall Security / Operations,Golf Mill Shopping Center (Niles),Business,2014:12:16
461.76250,466.76250,WPPV499,Ops (Palos Hills),Consolidated High School District 230 (Orland Park/Palos Hills),Schools,2010:03:14
461.77500,466.77500,WNIN212,Security [Ch 1],Christ Medical Center (Oaklawn),Security,2009:09:11
461.77500,466.77500,WNKX791,Garden Operations,Chicago Botanic Garden (Glenco),Business,2012:10:01
461.77500,466.77500,WQVF701,Operations (Thornwood HS-S Holland),Thornton Township High School District 205,Schools,2009:09:21
461.77500,466.77500,WPOY653,Atlantic Express (Independence Air): Ramps/Bags,United Air Lines - Ground Operations,Business,2009:09:13
461.77500,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
461.77500,466.77500,WPYY371,Buses - Franklin Park,First Student / Laidlaw,Schools,2009:09:11
461.77500,466.77500,,Security,Bethany Methodist Hospital (Chicago),Security,2008:01:30
461.77500,466.77500,WPRB642,"Building Engineers, Maintenance",Westlake Community Hospital (Chicago),Business,2006:01:18
461.77500,466.77500,WPRB642,Operations,Resurrection Medical Center (Chicago),Business,2005:12:03
461.77500,466.77500,,"Navy Pier ""Attractions"" [Ch 12, No License]",Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
461.78750,,,Housekeeping,Swedish Covenant Hospital (Chicago),Business,2006:02:21
461.78750,466.78750,WQEG329,Aramark Services,Trinity Hospital (Chicago),Business,2006:01:29
461.78750,466.78750,WQEW935,Operations,Lemont Community Consolidated School District 113,Schools,2007:06:12
461.78750,,,Housekeeping,Chicago Bears (Soldier Field),Business,2005:09:01
461.78750,466.78750,WQFN646,Theater and Events,William Rainey Harper College (Palatine) (*need lat/long),Schools,2007:05:04
461.78750,,WPNZ715,f4 CorePlex Production Company,Chicago Wolves (Hockey),Business,2009:05:08
461.78750,466.78750,WQAJ533,Soldier Field Operations,Chicago Bears (Soldier Field),Business,2013:10:09
461.80000,466.80000,WPWB765,Operations,Elmhurst Community Unit School District #205,Schools,2009:09:21
461.80000,,,Site 003 Chicago Ridge,A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.81250,,,Sears Centre: Security/Maintenance,Sears Complex / Sears Centre (Hoffman Estates),Business,2009:01:27
461.82500,,WPZP427,Operations (Streamwood),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
461.82500,466.82500,,"Navy Pier (food, management)",Navy Pier / Metropolitan Pier and Exposition Authority,Business,2009:10:28
461.82500,466.82500,WQCV274,Maintenance / Security (E Oakwood),Northwestern University (Evanston),Schools,2005:10:11
461.82500,,,Management,Navy Pier / Metropolitan Pier and Exposition Authority,Business,2010:02:22
461.83750,466.83750,WQCU510,Operations (Chicago Ridge),Illinois Central School Bus (Chicago Ridge/University Park),Schools,2012:06:26
461.83750,466.83750,WQCU510,Buses (Chicago Ridge) (lic to IL Central SB),Cook Illinois Corporation - School Buses,Schools,2010:12:27
461.83750,466.83750,KD42942,Operations,Aramark,Business,2006:09:05
461.85000,466.85000,WPOB985,Security (possible tone),Mount Sinai Hospital (Chicago),Security,2010:12:27
461.85000,466.85000,WQVF701,Operations (Thornton Twp HS-Harvey),Thornton Township High School District 205,Schools,2009:09:21
461.85000,466.85000,WQDX682,Operations,Northwest Community Hospital (Arlington Heights),Business,2010:12:27
461.86250,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.86250,,,Site 101 WPUD822,A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.86250,466.86250,WPFS254,High School Operations,Elk Grove Schools,Schools,2009:01:16
461.87500,466.87500,WQVI329,Operations (All Encrypted),Sheraton Chicago O'Hare Airport,Business,2015:06:30
461.87500,466.87500,WQCJ940,Emergency Room Ops,St. Francis Hospital (Evanston),Business,2009:09:11
461.87500,466.87500,WQBE235,Global Innovation Center ?,William Wrigley Jr Company (Chicago),Business,2009:09:11
461.90000,466.90000,,unid Snow Plowing company (Cicero area),Miscellaneous - Cicero,Business,2008:12:22
461.90000,466.90000,WPGP543,Maywood Cab Company,Taxi Cabs,Transportation,2007:08:07
461.90000,466.90000,WPUG522,SD 162: School Buses (D565?),Calumet City Schools,Schools,2008:12:22
461.91250,466.91250,WQIV597,Ops (300 Sauk Trail-Park Forest),Rich Township High School District 227,Schools,2008:05:11
461.91250,466.91250,WQKY298,Operations (1600 S State),Columbia College (Chicago),Schools,2010:03:07
461.91250,,,Site 001 Confirmed,Rivers Casino,TRS,2015:10:31
461.91750,466.91750,,Fresh Express (Franklin Park),Retail - Evergreen Park,Business,2009:03:15
461.92500,466.92500,WQKY298,Operations (600 S Michigan),Columbia College (Chicago),Schools,2009:11:28
461.92500,466.92500,KNJF300,Operations,The Northern Trust Company (50 S LaSalle),Business,2009:09:11
461.92500,,,Site 011 Sears 2 [Cook],A-Beep / Sears2 - UHF (Chicago),TRS,2009:01:26
461.92500,,,Site 001 Chicago (Cook),A-Beep / Sears2 - UHF (Chicago),TRS,2000:01:01
461.93750,,WQEV221,Portillos (Dempster St),Miscellaneous,Business,2013:02:18
461.93750,466.93750,WQII765,Eisenhower Public Library,Harwood Heights,Public Works,2008:01:29
461.93750,,,Guest Services ?,Chicago Bears (Soldier Field),Business,2005:09:01
461.93750,466.93750,WQAJ533,Soldier Field Operations,Chicago Bears (Soldier Field),Business,2013:10:09
461.95000,,,RR Donnelly: Security (Chicago) [No license],Miscellaneous,Business,2006:09:06
461.95000,,,Macy's Ops,Old Orchard Mall (Skokie) *,Business,2009:01:26
461.95000,,WPVJ714,Macys: Operations (State Str),Retail,Business,2011:09:20
461.95000,466.95000,WQHD781,Department of Event Services,Illinois Institute of Technology (Chicago),Schools,2009:09:11
461.96250,,WQJP893,Jane Adams Jr High School,Chicago School District 299,Schools,2009:09:11
461.96250,,WQJP893,Jane Adams Junior High School: Ops,Schaumburg Schools,Schools,2008:11:14
461.97500,,WPWB330,Niles North High School [Ch 4],Niles - Schools,Schools,2008:12:30
461.97500,,WPYU321,Maintenance / Security (Glenview),Loyola University (Chicago) (Multiple Locations),Schools,2009:09:21
461.97500,466.97500,,Guest Services [No license?],Christ Medical Center (Oaklawn),Business,2009:09:11
461.97500,466.97500,WPWB330,Niles North High School [Ch 2],Niles - Schools,Schools,2008:12:30
461.98750,466.98750,,Operations [Ch 5/6],North Shore Center for the Performing Arts (Skokie),Business,2009:01:26
462.00000,467.00000,WPEU801,Signature Flight Supoort: Courtesy Vans,Transit/Valet/Parking,Transportation,2008:01:28
462.00000,,,Site 101 Carol Stream (Unidentified LCN),Comlink Wireless/Chicago Equipment Company (Metro Chicago),TRS,2009:01:11
462.01250,,WQJB705,Wheeling High School: Security/Maintenance/Admin,Wheeling -- Schools,Schools,2009:01:09
462.01250,467.01250,WQKI318,Wrigley Field: Security/Ops (was 452.4357R),Chicago Cubs (Wrigley Field),Deprecated,2009:06:13
462.02500,,,Site 102 Chicago (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
462.02500,467.02500,WNXT574,Ops (550 N Smith Rd),Palatine Community Consolidated School District 15,Schools,2008:12:08
462.03750,467.03750,WPKI984,Prairie Elementary: Ops,Orland Park School District 135,Schools,2010:04:19
